LT47490	101752745	Kaunas		locality	17
LT99146	101818029	Šilutė		locality	2
LT 35211	101752751	Panevezys		locality	1
LT 66118	101847719	Druskininkai		locality	1
LT 91145	101752747	Klaipėda		locality	1
LT-91101	101752747	Klaipėda		locality	1
LT72206	101818021	Tauragė		locality	1
LT72212	101818021	Tauragė		locality	1
LT75135	101817185	Šilalė		locality	1
LV-3401	101817205	Palanga		locality	1
lt-01100	101753031	Vilnius		locality	1
16-130	101818023	Jonava		locality	235
19-411	1125805775	Raudondvaris		locality	1
00100	101817205	Palanga		locality	2
00101	101817205	Palanga		locality	47
00102	101817205	Palanga		locality	101
00103	101817205	Palanga		locality	5
00104	101817205	Palanga		locality	182
00105	101817205	Palanga		locality	4
00106	101817205	Palanga		locality	3
00107	101817205	Palanga		locality	4
00108	101817205	Palanga		locality	4
00109	101817205	Palanga		locality	6
00111	101817205	Palanga		locality	6
00112	101817205	Palanga		locality	10
00113	101817205	Palanga		locality	13
00114	101817205	Palanga		locality	4
00115	101817205	Palanga		locality	5
00116	101817205	Palanga		locality	12
00117	101817205	Palanga		locality	6
00118	101817205	Palanga		locality	5
00119	101817205	Palanga		locality	6
00120	101817205	Palanga		locality	7
00121	101817205	Palanga		locality	5
00122	101817205	Palanga		locality	2
00123	101817205	Palanga		locality	8
00124	101817205	Palanga		locality	6
00125	101817205	Palanga		locality	6
00126	101817205	Palanga		locality	26
00127	101817205	Palanga		locality	7
00128	101817205	Palanga		locality	7
00129	101817205	Palanga		locality	2
00131	101817205	Palanga		locality	3
00132	101817205	Palanga		locality	15
00133	101817205	Palanga		locality	2
00134	101817205	Palanga		locality	5
00135	101817205	Palanga		locality	58
00136	101817205	Palanga		locality	1
00137	101817205	Palanga		locality	8
00139	101817205	Palanga		locality	4
00140	101817205	Palanga		locality	3
00141	101817205	Palanga		locality	3
00142	101817205	Palanga		locality	4
00143	101817205	Palanga		locality	228
00144	101817205	Palanga		locality	245
00145	101817205	Palanga		locality	10
00146	101817205	Palanga		locality	11
00147	101817205	Palanga		locality	2
00148	101817205	Palanga		locality	2
00151	101817205	Palanga		locality	10
00153	101817205	Palanga		locality	9
00154	101817205	Palanga		locality	9
00155	101817205	Palanga		locality	20
00158	101817205	Palanga		locality	10
00160	101817205	Palanga		locality	10
00163	101817205	Palanga		locality	29
00169	101817205	Palanga		locality	8
00171	101817205	Palanga		locality	11
00172	101817205	Palanga		locality	12
00173	101817205	Palanga		locality	23
00174	101817205	Palanga		locality	19
00176	101817205	Palanga		locality	1
00177	101817205	Palanga		locality	7
00183	101817205	Palanga		locality	2
00185	101817205	Palanga		locality	12
00186	101817205	Palanga		locality	35
00193	101817205	Palanga		locality	21
00195	101817205	Palanga		locality	11
00200	101817205	Palanga		locality	8
00215	101817205	Palanga		locality	1
00224	101817205	Palanga		locality	66
01013	101753031	Vilnius		locality	1
01025	101753031	Vilnius		locality	3
01047	101753031	Vilnius		locality	2
01100	101753031	Vilnius		locality	8
01100	101817205	Palanga		locality	2
01101	101753031	Vilnius		locality	2
01102	101753031	Vilnius		locality	3
01103	101753031	Vilnius		locality	15
01104	101753031	Vilnius		locality	9
01105	101753031	Vilnius		locality	8
01106	101753031	Vilnius		locality	2
01107	101753031	Vilnius		locality	2
01108	101753031	Vilnius		locality	7
01109	101753031	Vilnius		locality	13
01110	101753031	Vilnius		locality	2
01111	101753031	Vilnius		locality	1
01112	101753031	Vilnius		locality	7
01113	101753031	Vilnius		locality	1
01114	101753031	Vilnius		locality	7
01115	101753031	Vilnius		locality	2
01116	101753031	Vilnius		locality	6
01117	101753031	Vilnius		locality	6
01118	101753031	Vilnius		locality	1
01119	101753031	Vilnius		locality	9
01120	101753031	Vilnius		locality	2
01121	101753031	Vilnius		locality	3
01122	101753031	Vilnius		locality	1
01123	101753031	Vilnius		locality	5
01124	101753031	Vilnius		locality	6
01125	101753031	Vilnius		locality	2
01126	101753031	Vilnius		locality	3
01127	101753031	Vilnius		locality	3
01128	101753031	Vilnius		locality	12
01130	101753031	Vilnius		locality	5
01131	101753031	Vilnius		locality	8
01132	101753031	Vilnius		locality	4
01133	101753031	Vilnius		locality	3
01135	101753031	Vilnius		locality	1
01136	101753031	Vilnius		locality	2
01137	101753031	Vilnius		locality	1
01139	101753031	Vilnius		locality	6
01140	101753031	Vilnius		locality	4
01141	101753031	Vilnius		locality	3
01143	101753031	Vilnius		locality	3
01200	101753031	Vilnius		locality	3
01201	101753031	Vilnius		locality	1
01203	101753031	Vilnius		locality	1
01205	101753031	Vilnius		locality	1
01211	101753031	Vilnius		locality	2
01214	101753031	Vilnius		locality	2
01215	101753031	Vilnius		locality	2
01302	101753031	Vilnius		locality	2
01303	101753031	Vilnius		locality	1
01304	101753031	Vilnius		locality	1
01307	101753031	Vilnius		locality	1
01308	101753031	Vilnius		locality	2
01312	101753031	Vilnius		locality	1
01313	101753031	Vilnius		locality	2
01314	101753031	Vilnius		locality	1
01401	101753031	Vilnius		locality	1
01402	101753031	Vilnius		locality	5
01503	101753031	Vilnius		locality	3
01514	101753031	Vilnius		locality	1
01515	101753031	Vilnius		locality	1
01722	101753031	Vilnius		locality	1
02007	101753031	Vilnius		locality	2
02100	101753031	Vilnius		locality	2
02101	101753031	Vilnius		locality	1
02102	101753031	Vilnius		locality	1
02106	101753031	Vilnius		locality	1
02109	101753031	Vilnius		locality	1
02112	101753031	Vilnius		locality	4
02120	101753031	Vilnius		locality	1
02151	101753031	Vilnius		locality	1
02161	101753031	Vilnius		locality	3
02163	101753031	Vilnius		locality	2
02177	101753031	Vilnius		locality	3
02188	101753031	Vilnius		locality	3
02189	101753031	Vilnius		locality	8
02190	101753031	Vilnius		locality	5
02231	101753031	Vilnius		locality	2
02232	101753031	Vilnius		locality	9
02233	101753031	Vilnius		locality	1
02236	101753031	Vilnius		locality	1
02241	101753031	Vilnius		locality	7
02242	101753031	Vilnius		locality	2
02243	101753031	Vilnius		locality	3
02244	101753031	Vilnius		locality	30
02300	101753031	Vilnius		locality	9
02304	101753031	Vilnius		locality	1
03011	101753031	Vilnius		locality	2
03100	101753031	Vilnius		locality	2
03101	101753031	Vilnius		locality	4
03103	101753031	Vilnius		locality	1
03104	101753031	Vilnius		locality	4
03105	101753031	Vilnius		locality	3
03106	101753031	Vilnius		locality	2
03107	101753031	Vilnius		locality	1
03109	101753031	Vilnius		locality	3
03111	101753031	Vilnius		locality	3
03113	101753031	Vilnius		locality	1
03120	101753031	Vilnius		locality	1
03123	101753031	Vilnius		locality	2
03126	101753031	Vilnius		locality	1
03127	101753031	Vilnius		locality	2
03130	101753031	Vilnius		locality	1
03138	101753031	Vilnius		locality	1
03142	101753031	Vilnius		locality	1
03147	101753031	Vilnius		locality	1
03149	101753031	Vilnius		locality	1
03150	101753031	Vilnius		locality	3
03153	101753031	Vilnius		locality	5
03155	101753031	Vilnius		locality	1
03201	101753031	Vilnius		locality	1
03202	101753031	Vilnius		locality	2
03203	101753031	Vilnius		locality	2
03207	101753031	Vilnius		locality	1
03209	101753031	Vilnius		locality	4
03210	101753031	Vilnius		locality	1
03212	101753031	Vilnius		locality	1
03213	101753031	Vilnius		locality	1
03214	101753031	Vilnius		locality	6
03215	101753031	Vilnius		locality	7
03218	101753031	Vilnius		locality	2
03219	101753031	Vilnius		locality	2
03223	101753031	Vilnius		locality	4
03224	101753031	Vilnius		locality	1
03225	101753031	Vilnius		locality	3
03226	101753031	Vilnius		locality	2
03228	101753031	Vilnius		locality	7
03229	101753031	Vilnius		locality	1
03233	101753031	Vilnius		locality	1
03500	101753031	Vilnius		locality	2
03501	101753031	Vilnius		locality	2
03507	101753031	Vilnius		locality	1
03602	101753031	Vilnius		locality	1
04123	101753031	Vilnius		locality	2
04135	101753031	Vilnius		locality	2
04136	101753031	Vilnius		locality	2
04138	101753031	Vilnius		locality	1
04139	101753031	Vilnius		locality	1
04208	101753031	Vilnius		locality	2
04228	101753031	Vilnius		locality	1
04229	101753031	Vilnius		locality	1
04230	101753031	Vilnius		locality	1
04231	101753031	Vilnius		locality	2
04233	101753031	Vilnius		locality	1
04234	101753031	Vilnius		locality	1
04304	101753031	Vilnius		locality	1
04317	101753031	Vilnius		locality	1
04324	101753031	Vilnius		locality	1
04334	101753031	Vilnius		locality	1
04347	101753031	Vilnius		locality	1
05001	101753031	Vilnius		locality	1
05111	101753031	Vilnius		locality	1
05112	101753031	Vilnius		locality	4
05120	101753031	Vilnius		locality	4
05121	101753031	Vilnius		locality	5
05122	101753031	Vilnius		locality	3
05123	101753031	Vilnius		locality	3
05124	101753031	Vilnius		locality	4
05125	101753031	Vilnius		locality	4
05126	101753031	Vilnius		locality	2
05127	101753031	Vilnius		locality	5
05128	101753031	Vilnius		locality	5
05129	101753031	Vilnius		locality	3
05130	101753031	Vilnius		locality	7
05131	101753031	Vilnius		locality	1
05132	101753031	Vilnius		locality	1
05200	101753031	Vilnius		locality	1
05205	101753031	Vilnius		locality	5
05210	101753031	Vilnius		locality	1
05226	101753031	Vilnius		locality	1
05234	101753031	Vilnius		locality	4
05244	101753031	Vilnius		locality	5
05251	101753031	Vilnius		locality	1
05253	101753031	Vilnius		locality	1
05264	101753031	Vilnius		locality	1
05270	101753031	Vilnius		locality	1
05272	101753031	Vilnius		locality	2
06005	101753031	Vilnius		locality	1
06105	101753031	Vilnius		locality	1
06112	101753031	Vilnius		locality	1
06115	101753031	Vilnius		locality	4
06116	101753031	Vilnius		locality	2
06118	101753031	Vilnius		locality	3
06120	101753031	Vilnius		locality	2
06122	101753031	Vilnius		locality	1
06123	101753031	Vilnius		locality	2
06124	101753031	Vilnius		locality	2
06125	101753031	Vilnius		locality	1
06128	101753031	Vilnius		locality	4
06203	101753031	Vilnius		locality	1
06204	101753031	Vilnius		locality	1
06230	101753031	Vilnius		locality	240
06256	101753031	Vilnius		locality	2
06269	101753031	Vilnius		locality	10
06287	101753031	Vilnius		locality	2
06293	101753031	Vilnius		locality	5
06300	101753031	Vilnius		locality	1
06301	101753031	Vilnius		locality	1
06306	101753031	Vilnius		locality	2
06311	101753031	Vilnius		locality	1
06323	101753031	Vilnius		locality	1
06324	101753031	Vilnius		locality	3
06325	101753031	Vilnius		locality	2
06326	101753031	Vilnius		locality	4
06328	101753031	Vilnius		locality	1
07107	101753031	Vilnius		locality	1
07108	101753031	Vilnius		locality	1
07145	101753031	Vilnius		locality	1
07148	101753031	Vilnius		locality	4
07149	101753031	Vilnius		locality	5
07150	101753031	Vilnius		locality	3
07151	101753031	Vilnius		locality	6
07152	101753031	Vilnius		locality	7
07153	101753031	Vilnius		locality	3
07154	101753031	Vilnius		locality	2
07156	101753031	Vilnius		locality	6
07157	101753031	Vilnius		locality	2
07160	101753031	Vilnius		locality	1
07166	101753031	Vilnius		locality	1
07170	101753031	Vilnius		locality	1
07171	101753031	Vilnius		locality	7
07196	101753031	Vilnius		locality	3
08009	101753031	Vilnius		locality	1
08018	101753031	Vilnius		locality	1
08101	101753031	Vilnius		locality	4
08102	101753031	Vilnius		locality	1
08103	101753031	Vilnius		locality	1
08105	101753031	Vilnius		locality	12
08109	101753031	Vilnius		locality	2
08111	101753031	Vilnius		locality	10
08117	101753031	Vilnius		locality	2
08118	101753031	Vilnius		locality	2
08119	101753031	Vilnius		locality	1
08122	101753031	Vilnius		locality	1
08123	101753031	Vilnius		locality	1
08124	101753031	Vilnius		locality	3
08125	101753031	Vilnius		locality	3
08128	101753031	Vilnius		locality	1
08200	101753031	Vilnius		locality	3
08211	101753031	Vilnius		locality	1
08218	101753031	Vilnius		locality	1
08220	101753031	Vilnius		locality	4
08221	101753031	Vilnius		locality	9
08223	101753031	Vilnius		locality	3
08232	101753031	Vilnius		locality	1
08236	101753031	Vilnius		locality	3
08237	101753031	Vilnius		locality	1
08239	101753031	Vilnius		locality	2
08240	101753031	Vilnius		locality	6
08242	101753031	Vilnius		locality	1
08244	101753031	Vilnius		locality	2
08300	101753031	Vilnius		locality	3
08303	101753031	Vilnius		locality	3
08310	101753031	Vilnius		locality	3
08314	101753031	Vilnius		locality	3
08316	101753031	Vilnius		locality	1
08325	101753031	Vilnius		locality	1
08334	101753031	Vilnius		locality	1
08403	101753031	Vilnius		locality	1
08405	101753031	Vilnius		locality	1
08411	101753031	Vilnius		locality	1
08419	101753031	Vilnius		locality	4
08420	101753031	Vilnius		locality	3
08430	101753031	Vilnius		locality	1
08454	101753031	Vilnius		locality	2
08459	101753031	Vilnius		locality	1
09023	101753031	Vilnius		locality	1
09026	101753031	Vilnius		locality	1
09101	101753031	Vilnius		locality	12
09108	101753031	Vilnius		locality	2
09109	101753031	Vilnius		locality	4
09116	101753031	Vilnius		locality	1
09124	101753031	Vilnius		locality	5
09128	101753031	Vilnius		locality	1
09130	101753031	Vilnius		locality	3
09131	101753031	Vilnius		locality	3
09132	101753031	Vilnius		locality	6
09200	101753031	Vilnius		locality	1
09201	101753031	Vilnius		locality	1
09208	101753031	Vilnius		locality	3
09209	101753031	Vilnius		locality	4
09210	101753031	Vilnius		locality	2
09215	101753031	Vilnius		locality	4
09216	101753031	Vilnius		locality	4
09217	101753031	Vilnius		locality	5
09218	101753031	Vilnius		locality	2
09219	101753031	Vilnius		locality	1
09220	101753031	Vilnius		locality	3
09222	101753031	Vilnius		locality	3
09223	101753031	Vilnius		locality	1
09225	101753031	Vilnius		locality	1
09303	101753031	Vilnius		locality	2
09304	101753031	Vilnius		locality	1
09305	101753031	Vilnius		locality	1
09308	101753031	Vilnius		locality	6
09310	101753031	Vilnius		locality	3
09311	101753031	Vilnius		locality	2
09312	101753031	Vilnius		locality	4
09313	101753031	Vilnius		locality	3
09314	101753031	Vilnius		locality	1
09315	101753031	Vilnius		locality	1
09316	101753031	Vilnius		locality	1
09318	101753031	Vilnius		locality	1
09320	101753031	Vilnius		locality	1
10100	101753031	Vilnius		locality	1
10101	101753031	Vilnius		locality	1
10102	101753031	Vilnius		locality	1
10103	101753031	Vilnius		locality	1
10215	101753031	Vilnius		locality	2
10218	101753031	Vilnius		locality	1
10222	101753031	Vilnius		locality	1
10224	101753031	Vilnius		locality	1
10228	101753031	Vilnius		locality	1
10232	101753031	Vilnius		locality	25
10301	101753031	Vilnius		locality	1
10305	101753031	Vilnius		locality	10
10308	101753031	Vilnius		locality	4
10311	101753031	Vilnius		locality	4
10312	101753031	Vilnius		locality	2
10314	101753031	Vilnius		locality	1
10315	101753031	Vilnius		locality	5
10316	101753031	Vilnius		locality	4
10317	101753031	Vilnius		locality	1
10318	101753031	Vilnius		locality	1
10322	101753031	Vilnius		locality	3
11107	101753031	Vilnius		locality	2
11109	101753031	Vilnius		locality	1
11202	101753031	Vilnius		locality	1
11203	101753031	Vilnius		locality	2
11205	101753031	Vilnius		locality	1
11213	101753031	Vilnius		locality	1
11217	101753031	Vilnius		locality	1
11220	101753031	Vilnius		locality	1
11226	101753031	Vilnius		locality	2
11300	101753031	Vilnius		locality	3
11305	101753031	Vilnius		locality	1
11311	101753031	Vilnius		locality	5
11341	101753031	Vilnius		locality	4
11345	101753031	Vilnius		locality	2
11349	101753031	Vilnius		locality	1
12100	101753031	Vilnius		locality	1
12102	101753031	Vilnius		locality	2
12107	101753031	Vilnius		locality	1
12110	101753031	Vilnius		locality	1
12124	101753031	Vilnius		locality	2
12125	101753031	Vilnius		locality	2
12127	101753031	Vilnius		locality	4
12140	101753031	Vilnius		locality	1
12144	101753031	Vilnius		locality	1
12145	101753031	Vilnius		locality	1
13102	1125891343	Galgiai		locality	3
13113	101818001	Mickūnai		locality	9
13114	101818001	Mickūnai		locality	5
13116	101818001	Mickūnai		locality	8
13146	1125980947	Kena		locality	3
13148	1126049239	Kalveliai		locality	8
13149	1126049239	Kalveliai		locality	3
13211	1126049239	Kalveliai		locality	10
13215	1126049239	Kalveliai		locality	102
13241	101818003	Rudamina		locality	3
13245	101818003	Rudamina		locality	1
13246	101818003	Rudamina		locality	10
13247	101818003	Rudamina		locality	3
13248	101818003	Rudamina		locality	3
13249	101818003	Rudamina		locality	1
13251	101818003	Rudamina		locality	6
14158	101753031	Vilnius		locality	20
14160	1125786259	Buivydiškės		locality	1
14164	1125786259	Buivydiškės		locality	7
14165	1125786259	Buivydiškės		locality	1
14184	1125955195	Avižieniai		locality	2
14188	101753031	Vilnius		locality	1
14198	1125955195	Avižieniai		locality	2
14201	1125900011	Sudervė		locality	8
14240	101818009	Maišiagala		locality	3
14242	101818009	Maišiagala		locality	13
14243	101818009	Maišiagala		locality	13
14257	1125805775	Raudondvaris		locality	7
14269	101753031	Vilnius		locality	1
14281	101753031	Vilnius		locality	42
14289	101753031	Vilnius		locality	3
15019	101818007	Nemenčinė		locality	1
15168	101818007	Nemenčinė		locality	10
15172	101818007	Nemenčinė		locality	1
15173	101818007	Nemenčinė		locality	86
15174	101818007	Nemenčinė		locality	3
15177	101818007	Nemenčinė		locality	1
17102	101817929	Šalčininkai		locality	2
17105	101817929	Šalčininkai		locality	2
17106	101817929	Šalčininkai		locality	2
17107	101817929	Šalčininkai		locality	1
17109	101817929	Šalčininkai		locality	1
17111	101817929	Šalčininkai		locality	1
17115	101817929	Šalčininkai		locality	1
17116	101817929	Šalčininkai		locality	4
17123	1126010279	Šalčininkai		locality	4
17126	101817929	Šalčininkai		locality	1
17138	1125818875	Dieveniškės		locality	7
17139	1125818875	Dieveniškės		locality	8
17172	101817931	Eišiškės		locality	62
17173	101817931	Eišiškės		locality	18
17178	101817931	Eišiškės		locality	1
17247	101817933	Jašiūnai		locality	11
17249	101817933	Jašiūnai		locality	9
17250	101817933	Jašiūnai		locality	3
18111	101818057	Švenčionys		locality	2
18123	101818057	Švenčionys		locality	1
18169	101818059	Pabradė		locality	1
18170	101818059	Pabradė		locality	16
18175	101818059	Pabradė		locality	24
18176	101818059	Pabradė		locality	15
18177	101818059	Pabradė		locality	1
19001	1126010267	Širvintos		locality	1
19116	1126010267	Širvintos		locality	1
19121	1126010267	Širvintos		locality	1
19172	1125882215	Kernavė		locality	11
20105	101818051	Ukmerge		locality	106
20106	101818051	Ukmerge		locality	103
20107	101818051	Ukmerge		locality	46
20108	101818051	Ukmerge		locality	67
20109	101818051	Ukmerge		locality	110
20110	101818051	Ukmerge		locality	66
20111	101818051	Ukmerge		locality	50
20112	101818051	Ukmerge		locality	145
20113	101818051	Ukmerge		locality	74
20114	101818051	Ukmerge		locality	68
20115	101818051	Ukmerge		locality	38
20117	101818051	Ukmerge		locality	4
20118	101818051	Ukmerge		locality	12
20119	101818051	Ukmerge		locality	10
20120	101818051	Ukmerge		locality	25
20121	101818051	Ukmerge		locality	3
20122	101818051	Ukmerge		locality	16
20126	101818051	Ukmerge		locality	2
20127	101818051	Ukmerge		locality	5
20128	101818051	Ukmerge		locality	81
20129	101818051	Ukmerge		locality	157
20130	101818051	Ukmerge		locality	61
20131	101818051	Ukmerge		locality	79
20132	101818051	Ukmerge		locality	192
20134	101818051	Ukmerge		locality	1
20137	101818051	Ukmerge		locality	101
20138	101818051	Ukmerge		locality	124
20139	101818051	Ukmerge		locality	123
20140	101818051	Ukmerge		locality	81
20141	101818051	Ukmerge		locality	8
20142	101818051	Ukmerge		locality	21
20143	101818051	Ukmerge		locality	14
20144	101818051	Ukmerge		locality	1
20145	101818051	Ukmerge		locality	7
20146	101818051	Ukmerge		locality	53
20147	101818051	Ukmerge		locality	19
20148	101818051	Ukmerge		locality	57
20150	101818051	Ukmerge		locality	1
20151	101818051	Ukmerge		locality	8
20152	101818051	Ukmerge		locality	9
20153	101818051	Ukmerge		locality	6
20154	101818051	Ukmerge		locality	10
20155	101818051	Ukmerge		locality	17
20156	101818051	Ukmerge		locality	4
20157	101818051	Ukmerge		locality	2
20158	101818051	Ukmerge		locality	19
20159	101818051	Ukmerge		locality	75
20160	101818051	Ukmerge		locality	5
20161	101818051	Ukmerge		locality	4
20162	101818051	Ukmerge		locality	4
20166	101818051	Ukmerge		locality	9
20167	101818051	Ukmerge		locality	5
20168	101818051	Ukmerge		locality	2
20169	101818051	Ukmerge		locality	26
20170	101818051	Ukmerge		locality	29
20171	101818051	Ukmerge		locality	9
20172	101818051	Ukmerge		locality	16
20173	101818051	Ukmerge		locality	2
20174	101818051	Ukmerge		locality	12
20175	101818051	Ukmerge		locality	183
20177	101818051	Ukmerge		locality	24
20178	101818051	Ukmerge		locality	4
20179	101818051	Ukmerge		locality	8
20180	101818051	Ukmerge		locality	8
20181	101818051	Ukmerge		locality	6
20182	101818051	Ukmerge		locality	5
20183	101818051	Ukmerge		locality	7
20184	101818051	Ukmerge		locality	9
20194	101818051	Ukmerge		locality	1
20315	1125955279	Siesikai		locality	16
20316	1125955279	Siesikai		locality	83
21007	101817955	Trakai		locality	2
21034	101817961	Aukštadvaris		locality	1
21102	101817955	Trakai		locality	1
21104	101817955	Trakai		locality	8
21107	101817955	Trakai		locality	1
21110	101817955	Trakai		locality	6
21112	101817955	Trakai		locality	1
21113	101817955	Trakai		locality	2
21114	101817955	Trakai		locality	1
21115	101817955	Trakai		locality	1
21146	101817955	Trakai		locality	1
21171	101817959	Rūdiškės		locality	1
21255	101817961	Aukštadvaris		locality	16
21371	101817969	Vievis		locality	2
21372	101817969	Vievis		locality	2
21374	101817969	Vievis		locality	1
21378	101817969	Vievis		locality	1
21381	101817969	Vievis		locality	2
21382	101817969	Vievis		locality	1
25101	101817957	Lentvaris		locality	1
25109	101817957	Lentvaris		locality	1
25110	101753031	Vilnius		locality	7
25112	101817957	Lentvaris		locality	18
25113	101817957	Lentvaris		locality	5
25121	101817957	Lentvaris		locality	1
25124	101753031	Vilnius		locality	5
25124	101817957	Lentvaris		locality	1
25125	101753031	Vilnius		locality	1
25126	101753031	Vilnius		locality	40
25128	101753031	Vilnius		locality	2
25131	101817957	Lentvaris		locality	1
26105	101817967	Elektrėnai		locality	1
26109	101817967	Elektrėnai		locality	1
26110	101817967	Elektrėnai		locality	3
26113	101817967	Elektrėnai		locality	1
26115	101817967	Elektrėnai		locality	2
26121	101817967	Elektrėnai		locality	1
26124	101817967	Elektrėnai		locality	1
26129	101817967	Elektrėnai		locality	1
27001	101754089	Grigiškės		locality	1
27101	101754089	Grigiškės		locality	1
27105	101754089	Grigiškės		locality	1
27110	101754089	Grigiškės		locality	1
27117	101754089	Grigiškės		locality	1
27118	101754089	Grigiškės		locality	2
27119	101754089	Grigiškės		locality	3
27121	101754089	Grigiškės		locality	1
27122	101754089	Grigiškės		locality	1
27123	101754089	Grigiškės		locality	2
27125	101754089	Grigiškės		locality	3
28134	101818081	Utena		locality	1
28135	101818081	Utena		locality	1
28136	101818081	Utena		locality	3
28138	101818081	Utena		locality	1
28140	101818081	Utena		locality	5
28141	101818081	Utena		locality	1
28142	101818081	Utena		locality	4
28143	101818081	Utena		locality	2
28146	101818081	Utena		locality	1
28147	101818081	Utena		locality	5
28149	101818081	Utena		locality	4
28150	101818081	Utena		locality	6
28151	101818081	Utena		locality	5
28167	101818081	Utena		locality	1
28175	101818081	Utena		locality	1
28181	101818081	Utena		locality	5
28182	101818081	Utena		locality	2
28183	101818081	Utena		locality	4
28184	101818081	Utena		locality	5
28185	101818081	Utena		locality	4
28186	101818081	Utena		locality	2
28187	101818081	Utena		locality	3
28188	101818081	Utena		locality	2
28189	101818081	Utena		locality	2
28190	101818081	Utena		locality	4
28191	101818081	Utena		locality	3
28193	101818081	Utena		locality	6
28194	101818081	Utena		locality	2
28196	101818081	Utena		locality	2
28197	101818081	Utena		locality	4
28198	101818081	Utena		locality	1
28199	101818081	Utena		locality	7
28201	101818081	Utena		locality	2
28202	101818081	Utena		locality	2
28203	101818081	Utena		locality	2
28204	101818081	Utena		locality	4
28205	101818081	Utena		locality	2
28206	101818081	Utena		locality	2
28207	101818081	Utena		locality	2
28208	101818081	Utena		locality	2
28209	101818081	Utena		locality	3
28210	101818081	Utena		locality	5
28211	101818081	Utena		locality	7
28212	101818081	Utena		locality	4
28214	101818081	Utena		locality	5
28216	101818081	Utena		locality	18
28217	101818081	Utena		locality	19
28228	101818081	Utena		locality	1
28229	101818081	Utena		locality	5
28230	101818081	Utena		locality	6
28231	101818081	Utena		locality	5
28233	101818081	Utena		locality	5
28239	101818081	Utena		locality	3
28240	101818081	Utena		locality	2
28241	101818081	Utena		locality	10
28242	101818081	Utena		locality	1
28247	101818081	Utena		locality	1
28248	101818081	Utena		locality	1
28249	101818081	Utena		locality	1
28316	1125805805	Tauragnai		locality	1
28502	101818081	Utena		locality	1
29107	101818079	Anykščiai		locality	2
29111	101818079	Anykščiai		locality	4
29113	101818079	Anykščiai		locality	1
29117	101818079	Anykščiai		locality	2
29120	101818079	Anykščiai		locality	1
29121	101818079	Anykščiai		locality	1
29132	101818079	Anykščiai		locality	1
29144	101818079	Anykščiai		locality	3
29145	101818079	Anykščiai		locality	6
29146	101818079	Anykščiai		locality	1
29147	101818079	Anykščiai		locality	2
29148	101818079	Anykščiai		locality	2
29258	1126002013	Kavarskas		locality	9
29306	1125884443	Troškūnai		locality	2
30112	101817215	Ignalina		locality	1
30117	101817215	Ignalina		locality	3
30122	101817215	Ignalina		locality	3
30132	101817215	Ignalina		locality	1
30132	101817933	Jašiūnai		locality	1
30260	101817217	Dūkštas		locality	1
31001	101817219	Visaginas		locality	1
31107	101817219	Visaginas		locality	1
31118	101817219	Visaginas		locality	1
31121	101817219	Visaginas		locality	1
31202	101817219	Visaginas		locality	1
31210	101817219	Visaginas		locality	1
31211	101817219	Visaginas		locality	1
31230	101817219	Visaginas		locality	2
32108	101818099	Zarasai		locality	1
32110	101818099	Zarasai		locality	3
32120	101818099	Zarasai		locality	1
32124	101818099	Zarasai		locality	1
32129	101818099	Zarasai		locality	2
32132	101818099	Zarasai		locality	3
32203	1126005293	Turmantas		locality	1
32309	101818097	Dusetos		locality	1
33101	101818049	Molėtai		locality	5
33102	101818049	Molėtai		locality	7
33112	101818049	Molėtai		locality	1
33120	101818049	Molėtai		locality	1
33121	101818049	Molėtai		locality	1
33125	101818049	Molėtai		locality	4
33127	101818049	Molėtai		locality	2
33131	101818049	Molėtai		locality	3
33140	101818049	Molėtai		locality	13
33141	101818049	Molėtai		locality	12
33144	101818049	Molėtai		locality	1
33195	101818049	Molėtai		locality	1
33261	1125942809	Dubingiai		locality	1
35001	101752751	Panevezys		locality	1
35101	101752751	Panevezys		locality	5
35105	101752751	Panevezys		locality	1
35111	101752751	Panevezys		locality	1
35113	101752751	Panevezys		locality	3
35115	101752751	Panevezys		locality	3
35119	101752751	Panevezys		locality	3
35121	101752751	Panevezys		locality	1
35154	101752751	Panevezys		locality	1
35157	101752751	Panevezys		locality	1
35158	101752751	Panevezys		locality	3
35167	101752751	Panevezys		locality	1
35168	101752751	Panevezys		locality	4
35172	101752751	Panevezys		locality	2
35174	101752751	Panevezys		locality	1
35180	101752751	Panevezys		locality	1
35182	101752751	Panevezys		locality	1
35185	101752751	Panevezys		locality	6
35186	101752751	Panevezys		locality	3
35187	101752751	Panevezys		locality	35
35188	101752751	Panevezys		locality	4
35194	101752751	Panevezys		locality	1
35195	101752751	Panevezys		locality	1
35199	101752751	Panevezys		locality	4
35200	101752751	Panevezys		locality	1
35212	101752751	Panevezys		locality	1
35214	101752751	Panevezys		locality	1
35215	101752751	Panevezys		locality	1
35216	101752751	Panevezys		locality	2
35217	101752751	Panevezys		locality	1
35220	101752751	Panevezys		locality	4
35221	101752751	Panevezys		locality	1
35236	101752751	Panevezys		locality	1
35251	101752751	Panevezys		locality	1
35252	101752751	Panevezys		locality	1
35253	101752751	Panevezys		locality	1
35254	101752751	Panevezys		locality	1
35290	101752751	Panevezys		locality	1
35291	101752751	Panevezys		locality	1
36001	101752751	Panevezys		locality	2
36102	101752751	Panevezys		locality	1
36142	101752751	Panevezys		locality	1
36144	101752751	Panevezys		locality	2
