85669249|Doboj|Добој
85669253|Banja Luka|Бања Лука
85669261|Bijeljina|Бијељина
85669267|Vlasenica|Власеница
85669271|Sarajevo-romanija|Stanislav Galić
85669279|Trebinje|Требиње
85669287|Brestskaya Voblasts'|Брестская область|Брэстская Вобластсь
85669291|Homyel'skaya Voblasts'|Гомельская Вобластсь|Гомельская область
85669295|Mahilyowskaya Voblasts'|Магілёўская Вобласць|Могилёвская область
85669301|Vitsyebskaya Voblasts'|Витебская область|Віцебская Вобласць
85669305|Haradzyenskaya Voblasts'|Гродзенская Вобласць|Гродненская область
85669309|Minskaya Voblasts'|Минская область|Мінская Вобласць
85669313|Minsk|Минск|Мінск
85669395|Cochabamba|Quchapampa jach'a suyu|Quchapampa suyu
85669399|Chuqichaka suyu|Chuqisaka jach'a suyu|Chuquisaca
85669403|Beni suyu|El Beni|Wini jach'a suyu
85669409|Chuqiyapu jach'a suyu|Chuqiyapu suyu|La Paz
85669413|Oruro|Uru Uru suyu|Ururu jach'a suyu
85669417|Pando|Pando suyu|Pandu jach'a suyu
85669421|P'utuqsi suyu|Potosí|Putusi jach'a suyu
85669427|Santa Cruz|Santa Krus jach'a suyu|Santa Krus suyu
85669431|Tarija|Tarija suyu|Tarixa jach'a suyu
85669501|Chhukha|ཆུ་ཁ་རྫོང་ཁག་
85669505|Daga|དར་དཀར་ན་རྫོང་ཁག་
85669509|Ha|ཧཱ་རྫོང་ཁག་
85669513|Paro|སྤ་རོ་རྫོང་ཁག་
85669521|Gasa|མགར་ས་རྫོང་ཁག་
85669523|Samchi|བསམ་རྩེ་རྫོང་ཁག
85669527|Thimphu|ཐིམ་ཕུ་རྫོང་ཁག
85669531|Punakha|སྤུ་ན་ཁ་རྫོང་ཁག
85669537|Bumthang|བུམ་ཐང་རྫོང་ཁག་
85669541|Chirang|རྩི་རང་རྫོང་ཁག
85669545|Geylegphug|གསར་སྤང་རྫོང་ཁག
85669549|Lhuntshi|ལྷུན་རྩེ་རྫོང་ཁག་
85669559|Shemgang|གཞལམ་སྒང་རྫོང་ཁག
85669563|Tongsa|ཀྲོང་གསར་རྫོང་ཁག
85669571|Mongar|མོང་སྒར་རྫོང་ཁག་
85669575|Pemagatsel|པད་མ་དགའ་ཚལ་རྫོང་ཁག་
85669579|Samdrup|བསམ་གྲུབ་ལྗོངས་མཁར་རྫོང་ཁག
85669583|Tashigang|བཀྲིས་སྒང་རྫོང་ཁག
85669589|Ghanzi|Kgaolo ya Ghanzi
85669593|Kgalagadi|Kgalagadi le dikgaolo tse di mabapi
85669601|Central|Kgaolo ya Legare
85669619|Motsana wa Molapowabojang|Southern
85669639|Lobatse|South-East
85669645|Central|Kgaolo ya Legare
85669649|Central|Kgaolo ya Legare
85669653|Motsana wa Molapowabojang|Southern
85669655|Bangui|Bangui Prefecture|Kötä gbätä tî Bangî
85669661|Ombella-M'Poko|Sêse tî kömändâ-kötä tî Ömbëlä-Pökö
85669665|Basse-Kotto|Sêse tî kömändâ-kötä tî Do-Kötö
85669667|Lobaye|Sêse tî kömändâ-kötä tî Lobâye
85669671|Mambéré-Kadéï|Mambéré-Kadéï Prefecture|Sêse tî kömändâ-kötä tî Mambere-Kadei
85669675|Sangha-Mbaéré|Sangha-Mbaéré Prefecture|Sêse tî kömändâ-kötä tî Sangä-Mbaere
85669681|Nana-Mambéré|Nana-Mambéré Prefecture|Sêse tî kömändâ-kötä tî Nanä-Mambere
85669685|Ouham-Pendé|Ouham-Pendé Prefecture|Sêse tî kömändâ-kötä tî Wâmo-Pendë
85669689|Bamingui-Bangoran|Sêse tî kömändâ-kötä tî Bamïngï-Bangoran
85669693|Nana-Grébizi|Nana-Grébizi Prefecture|Sêse tî kömändâ-kötä tî Nanä-Gïrïbïzï
85669697|Kémo|Kémo Prefecture|Sêse tî kömändâ-kötä tî Kemö
85669699|Ouaka|Sêse tî kömändâ-kötä tî Wäkä
85669701|Ouham|Sêse tî kömändâ-kötä tî Wâmo
85669703|Sêse tî kömändâ-kötä tî Vakaga|Vakaga
85669705|Haute-Kotto|Sêse tî kömändâ-kötä tî Tö-Kötö
85669707|Haut-Mbomou|Sêse tî kömändâ-kötä tî Tö-Mbömü
85669709|Mbomou|Sêse tî kömändâ-kötä tî Mbömü
85669879|Fromager|Gôh
85669921|Moyen-Comoe|Moyen-Comoé
85669933|Extreme-Nord|Far North Region
85669937|Littoral|Littoral Province
85669941|Nord-Ouest|North-West Province
85669945|Centre|Centre Region
85669949|East Province|Est
85669953|Adamaoua|Adamaoua Province
85669957|Nord|North Province
85669961|Ouest|West Region
85669967|South-West Province|Sud-Ouest
85669971|South Province|Sud
85669975|Équateur|Équateur Province
85669979|Eastern Province|Orientale
85669985|Bandundu|Bandundu Province
85669989|Kasaï-Occidental|Kasaï-Occidental Province
85669993|Bas-Congo|Bas-Congo Province
85669997|Kinshasa|Kinshasa City
85670003|South Kivu|Sud-Kivu
85670011|Kasaï oriental|Kasaï-Occidental Province
85670021|Nord-Kivu|North Kivu
85670023|Cuvette-Ouest|Cuvette-Ouest Department
85670027|Bouenza|Bouenza Department
85670035|Sangha|Sangha Department
85670041|Pool|Pool Department
85670045|Cuvette|Cuvette Department
85670053|Lékoumou|Lékoumou Department
85670059|Niari|Niari Region
85670063|Plateaux|Plateaux Department
85670067|Brazzavile Department|Brazzaville
85670071|Kouilou Department|Pointe Noire
85670133|Boyaca|Boyacá
85670137|Cordoba|Córdoba
85670151|San Andres y Providencia|San Andrés y Providencia
85670165|Bogota D.C.|Distrito Especial
85670169|Quindio|Quindío
85670179|Caqueta|Caquetá
85670193|Narino|Nariño
85670207|Atlantico|Atlántico
85670209|Bolivar|Bolívar
85670219|Choco|Chocó
85670245|Guavaire|Guaviare
85670249|Guainia|Guainía
85670259|Vaupes|Vaupés
85670267|Mohéli|موهيلي
85670273|Grande Comore|غراند كومور
85670277|Anjouan|أنجوان
85670283|São Filipe|São Filipe Municipality
85670305|São Miguel|São Miguel Municipality
85670315|São Salvador do Mundo|São Salvador do Mundo Municipality
85670321|São Domingos|São Domingos Municipality
85670351|Tarrafal de São Nicolau|Tarrafal de São Nicolau Municipality
85670355|São Vicente|São Vicente Municipality
85670465|Curacao|Curaçao|Pais Kòrsou
85670467|Ali Sabieh|على صابح
85670473|Djibouti|جيبوتي
85670477|Arta|عرتا
85670483|Dikhil|دخيل
85670485|Obock|أوبوك
85670491|Tadjourah|تاجورة
85670543|Santiago Rodriguez|Santiago Rodríguez
85670557|Sánchez Ramirez|Sánchez Ramírez
85670563|San Pedro de Macorís|San Pedro de Marcoris
85670567|Monte Cristi|Monte Cristri
85670575|Dajabon|Dajabón
85670583|Hermanas|Salcedo
85670601|Elias Piña|La Estrelleta
85670627|San Jose de Ocoa|San José de Ocoa
85670645|Maria Trinidad Sanchéz|María Trinidad Sánchez
85670653|Samana|Samaná
85670655|San Cristobal|San Cristóbal
85670663|El Seibo|El Seybo
85670673|La Romana|Romana
85670677|Adrar|أدرار
85670683|Aïn Témouchent|wilaya d'Aïn Témouchent|عين تموشنت
85670689| وهران|Oran|wilaya d'Oran
85670691|Sidi Bel Abbes|wilaya de Sidi Bel Abbès|سيدي بلعباس
85670695|Tlemcen|تلمسان
85670699|Béchar|wilaya de Béchar|بشار
85670707|Naama|Naâma|النعامة
85670709|Tindouf|تندوف
85670713|Annaba|عنابة
85670719| الطارف|El Tarf
85670723|Jijel|جيجل
85670727|Skikda|wilaya de Skikda|سكيكدة
85670731|Illizi|إليزي
85670735|Tamanghasset|wilaya de Tamanrasset|تامنراست
85670741|El Bayadh|البيض
85670745|El Oued|الوادي
85670749|Ghardaia|wilaya de Ghardaïa|غرداية
85670753|Laghouat|الأغواط
85670759|Ouargla|ورقلة
85670761|Alger|الجزائر
85670765|Boumerdes|Wilaya de Boumerdès|بومرداس
85670767|Tizi Ouzou|تيزي وزو
85670771|Tipaza|wilaya de Tipaza|تيبازة
85670777|Aïn Defla|wilaya de Aïn Defla|عين الدفلى
85670781|Chlef|الشلف
85670785|Mascara|معسكر
85670787|Mostaganem|مستغانم
85670791|Relizane|غليزان
85670797|Saida|wilaya de Saïda|سعيدة‎
85670801|Tiaret|تيارت
85670805|Tissemsilt|تسمسيلت
85670809|Bordj Bou Arréridj|wilaya de Bordj Bou Arreridj|برج بوعريريج‎
85670815|Béjaia|wilaya de Béjaïa|بِجَايَة‎
85670819|Blida|البليدة
85670823|Bouira|البويرة
85670827|Biskra|wilaya de Biskra|بسكرة
85670833|Djelfa|الجلفة
85670837|Medea|Wilaya de Médéa|المدية
85670841|M'Sila|M'sila|المسيلة
85670845|Sétif|wilaya de Sétif|سطيف
85670851|Batna|باتنة
85670855|Constantine|قسنطينة
85670857|Guelma|قالمة
85670861|Khenchela|خنشلة
85670867|Mila|ميلة
85670871|Oum el Bouaghi|wilaya d'Oum El Bouaghi|أم البواقي
85670875|Souk Ahras|سوق أهراس
85670879|Tébessa|wilaya de Tébessa|تبسة
85670885|Asway marka|Azuay
85670887|El Oro|Kuri marka
85670891|Loja|Loja marka
85670895|Zamora Chinchipe|Zamora Chinchipi marka|Zamora-Chinchipe
85670899|Galapagos|Galápagos
85670905|Bolivar|Bolívar marka
85670909|Canar|Cañar|Kañar marka
85670915|Cotopaxi|Kutupaksi marka
85670917|Guayas|Wayas marka
85670923|Los Rios|Mayukuna marka
85670927|Manabi|Manawi marka
85670931|Chimborazo|Chimpurasu marka
85670935|Morona Santiago|Morona Santiago marka|Morona-Santiago
85670941|Orellana|Orellana marka
85670945|Pichincha|Pichincha marka
85670949|Pastasa marka|Pastaza
85670953|Napo|Tungurahua|Tunkurawa marka
85670959|Napo|Napu Marka|Tungurahua
85670963|Esmeraldas|culonas
85670967|Carchi|Karchi marka
85670971|Imbabura|Impapura marka
85670977|Sucumbios|Sukumpiyu marka
85670979|Santa Elena|Santa Elena marka
85670983|Santo Domingo de los Tsáchilas|Tsachila marka
85670985|Gharbia|الغربية
85670989|El Ismailia|الإسماعيلية
85670995|Menofia|المنوفية
85670999|Cairo|القاهرة
85671003|Qalubia|القليوبية
85671007|Sharqia|الشرقية
85671013|El Suez|السويس
85671017|Daqahlia|الدقهلية
85671021|Port Said|بورسعيد
85671025|Dumiat|دمياط
85671031|Matrouh|مطروح
85671035|Beheira|البحيرة
85671037|Fayoum|الفيوم
85671041|Alexandria|الإسكندرية
85671047|Giza|الجيزة
85671049|Menia|المنيا
85671053|Bani Sueif|بني سويف
85671057|Kafr El Sheikh|كفر الشيخ
85671061|Aswan|أسوان
85671069|Asyout|أسيوط
85671071|El Wadi El Gedeed|الوادي الجديد
85671075|Qena|قنا
85671079|Sohag|سوهاج
85671085|El Bahr El Ahmar|البحر الاحمر
85671089|South Sinai|جنوب سيناء
85671093|North Sinai|شمال سيناء
85671097|Luxor|الأقصر
85671101|Gash-Barka|Zoba Gash-Barka|غاش-باركا
85671105|Semien-Keih-Bahri|شمال البحر الأحمر|ዞባ ሰሜናዊ ቀይሕ ባሕሪ
85671109|Debub|منطقة الجنوب|ዞባ ደቡብ
85671111|Debub-Keih-Bahri|البحر الأحمر الجنوبي|ዞባ ደቡባዊ ቀይሕ ባሕሪ
85671121|Amhara|Āmara Kilil
85671125|Tigray|Tigray Kilil
85671129|Afar|Āfar Kilil
85671133|Southern Nations Nationalities and People's Region|ደቡብ ብሔሮች ብሔረሰቦችና ሕዝቦች ክልል
85671137|Gambela|Gambēla Hizboch Kilil
85671141|Oromia|Oromīya Kilil
85671147|Benshangul-Gumaz|ቤንሻንጉል ጉሙዝ ክልል
85671149|Addis Ababa|Ādīs Ābeba Āstedader
85671155|Somali|Sumalē Kilil
85671159|Dire Dawa|Dirē Dawa Āstedader
85671163|Harari|ሐረሪ ሕዝብ ክልል
85671167|Central|Central Division
85671173|Eastern|Eastern Division
85671179|Northern|Northern Division
85671181|Western|Western Division
85671195|French Guiana|Guyane
85671199|La Réunion|Reunion
85671235|Estuaire|Estuaire Province
85671237|Ogooué-Ivindo|Ogooué-Ivindo Province
85671241|Woleu-Ntem|Woleu-Ntem Province
85671247|Moyen-Ogooué|Moyen-Ogooué Province
85671249|Ngouni Province|Ngounié
85671251|Nyanga|Nyanga Province
85671255|Ogooué-Maritime|Ogooué-Maritime Province
85671257|Haut-Ogooue|Haut-Ogooué Province
85671265|Ogooué-Lol Province|Ogooué-Lolo
85671267|Abkhazia|აფხაზეთი
85671273|Ajaria|აჭარის ავტონომიური რესპუბლიკა
85671275|Ozurget´is Raioni|გურიის მხარე
85671281|Khonis Raioni|სამეგრელო-ზემო სვანეთის მხარე
85671285|Vanis Raioni|იმერეთის მხარე
85671287|Gurjaanis Raioni|კახეთის მხარე
85671291|Dushet´is Raioni|მცხეთა-მთიანეთის მხარე
85671295|Ambrolauris Raioni|რაჭა-ლეჩხუმისა და ქვემო სვანეთის მხარე
85671301|T´bilisi|თბილისი
85671305|T´et´ritsqaros Raioni|ქვემო ქართლის მხარე
85671309|Akhalts´ikhis Raioni|სამცხე-ჯავახეთის მხარე
85671313|Goris Raioni|შიდა ქართლის მხარე
85671379|Coyah|Kindia
85671385|Dalaba|Mamou
85671393|Dinguiraye|Faranah
85671395|Dubréka|Kindia
85671403|Forécariah|Kindia
85671409|Boké|Fria
85671425|Kérouane|Kérouané
85671485|Mamou|Pita
85671497|Labé|Tougué
85671503|Kindia|Télimélé
85671559|Gabu|Gabú
85671563|Annobon|Annobón Province|Province d'Annobón
85671565|Centro Sur|Centro-Sur
85671583|Kie-Ntem|Kié-Ntem|Kié-Ntem Province
85671591|Wele-Nzas|Wele-Nzas Province
85671595|Bioko Norte|Bioko-Norte
85671599|Bioko Sur|Bioko-Sur
85671647|Peten|Petén
85671651|Quetzaltenango|Quezaltenango
85671683|Suchitepeque|Suchitepequez
85671687|Sacatepequez|Sacatepéquez
85671695|Solola|Sololá
85671697|Totonicapan|Totonicapán
85671733|Quiche|Quiché
85671775|Central and Western|中西區
85671779|Wan Chai|灣仔
85671785|Eastern|東區
85671789|Southern|南區
85671791|Yau Tsim Mong|油尖旺區
85671797|Kowloon City|九龍城
85671799|Sham Shui Po|深水埗
85671805|Wong Tai Sin|黄初平
85671809|Kwun Tong|觀塘區
85671813|Sai Kung|西貢區
85671817|Sha Tin|沙田
85671823|Kwai Tsing|葵青區
85671827|Tsuen Wan|荃灣區
85671831|Tuen Mun|屯門區
85671833|Yuen Long|元朗區
85671839|North|北區
85671843|Tai Po|大埔區
85671847|Islands|離島區
85671933|Grand' Anse|Grand'Anse|Grandans
85671937|Nip|Nippes
85671941|Depatman Nòdwès|Nord-Ouest
85671947|Depatman Sid|Sud
85671949|Artibonite|L'Artibonite|Latibonit
85671955|Centre|Depatman Sant
85671957|Nord-Est|Nòdès
85671961|Depatman Nò|Nord
85671967|Lwès|Ouest
85671969|Depatman Sidès|Sud-Est
85671977|East Kalimantan|Kalimantan Timur
85671983|Jawa Barat|West Java
85671987|Central Java|Jawa Tengah
85672005|Kalimantan Barat|West Kalimantan
85672013|South Sumatra|Sumatra Selatan
85672019|Bangka Belitung Islands|Kepulauan Bangka Belitung
85672027|East Java|Jawa Timur
85672031|Kalimantan Selatan|South Kalimantan
85672037|East Nusa Tenggara|Nusa Tenggara Timur
85672041|South Sulawesi|Sulawesi Selatan
85672045|Sulawesi Barat|West Sulawesi
85672049|Kepulauan Riau|Riau Islands
85672063|Central Kalimantan|Kalimantan Tengah
85672067|Papua Barat|West Papua
85672073|North Sumatra|Sumatra Utara
85672081|North Sulawesi|Sulawesi Utara
85672085|Maluku Utara|North Maluku
85672087|Sumatra Barat|West Sumatra
85672103|Nusa Tenggara Barat|West Nusa Tenggara
85672105|Southeast Sulawesi|Sulawesi Tenggara
85672111|Central Sulawesi|Sulawesi Tengah
85672119|Chandigarh|चंडीगढ़
85672123|Delhi|दिल्ली
85672129|Himachal Pradesh|हिमाचल प्रदेश
85672133|Haryana|हरियाणा
85672137|Jammu and Kashmir|جموں و کشمیر
85672141|Andhra Pradesh|आंध्र प्रदेश
85672149|Kerala|केरल
85672157|Odisha|ओडिशा
85672163|Dadra and Nagar Haveli|दादरा और नगर हवेली
85672165|Karnataka|कर्नाटक
85672171|Maharashtra|महाराष्ट्र
85672175|Andaman and Nicobar Islands|अंडमान और निकोबार द्वीपसमूह
85672181|Assam|असम
85672183|Manipur|मणिपुर
85672187|Nagaland|नागालैंड
85672193|Meghalaya|मेघालय
85672195|Punjab|पंजाब
85672201|Rajasthan|राजस्थान
85672205|Uttar Pradesh|उत्तर प्रदेश
85672209|Uttarakhand|उत्तराखंड
85672213|Jharkhand|झारखंड
85672219|West Bengal|पश्चिम बंगाल
85672225|Bihar|बिहार
85672229|Sikkim|सिक्किम
85672231|Chhattisgarh|छत्तीसगढ़
85672239|Madhya Pradesh|मध्य प्रदेश
85672241|Puducherry|पुदुचेरी
85672245|Tamil Nadu|तमिलनाडु
85672249|Gujarat|गुजरात
85672255|Goa|गोवा
85672259|Arunachal Pradesh|अरुणाचल प्रदेश
85672263|Mizoram|मिज़ोरम
85672267|Tripura|त्रिपुरा
85672271|Daman and Diu|दमन और दीव
85672283|Kohgiluyeh va Buyer Ahmad|استان کهگیلویه و بویراحمد
85672289|Bushehr|استان بوشهر
85672291|Esfahan|اصفهان
85672295|Fars|فارس
85672299|Golestan|اُستانِ گُلِستان
85672303|Mazandaran|اُستانِ مازَندَران
85672309|Semnan|اُستانِ سِمنان
85672313|Tehran|اُستانِ تِهران
85672317|Yazd|اُستانِ يَزد
85672319|Chahar Mahall va Bakhtiari|استان چهارمحال و بختیاری
85672325|Khuzestan|استان خوزستان
85672329|Lorestan|استان لرستان
85672333|Ilam|اُستانِ ايلام
85672337|Hormozgan|استان هرمزگان
85672343|Ardabil|استان اردبيل
85672347|Markazi|اُستانِ مَركَزی
85672351|Qom|اُستانِ قُم
85672355|Hamadan|اُستانِ هَمَدان
85672361|Zanjan|اُستانِ زَنجان
85672367|Qazvin|اُستانِ قَزوين
85672369|Azarbayjan-e Gharbi|اُستانِ چاهارُم
85672373|Azarbayjan-e Sharqi|آذربایجان شرقی
85672379|Kermanshah|Kermānshāh
85672383|Gilan|Gīlān
85672387|Kordestan|اُستانِ كُردِستان
85672391|South Khorasan|استان خراسان جنوبی
85672397|Khorasan|استان خراسان رضوی
85672401|Razavi Khorasan|استان خراسان شمالی
85672405|Sistan va Baluchestan|استان سیستان و بلوچستان
85672409|Kerman|کرمان
85672415|Alborz|Ostān-e Alborz
85672417|Dihok|دهوك
85672421|At Ta'mim|At-Ta'mim
85672425|Arbil|أربيل
85672429|Ninawa|نينوى
85672435|Sala ad-Din|صلاح الدين
85672439|An-Najaf|النجف
85672443|Karbala'|كربلاء
85672447|Baghdad|بغداد
85672453|Al-Basrah|البصرة
85672455|Al-Muthannia|المثنى
85672459|Al-Qadisiyah|القادسية
85672463|Dhi-Qar|ذي قار
85672469|Maysan|ميسان
85672473|Wasit|واسط
85672475|As-Sulaymaniyah|السُليمانية
85672481|Diyala|ديالى
85672483|Al-Anbar|الأنبار
85672491|Babil|بابل
85672493|Capital Region|Höfuðborgarsvæðið
85672497|Vestfirðir|Westfjords
85672507|Northwest|Norðurland Vestra
85672511|Northeast|Norðurland Eystra
85672515|Southern Peninsula|Suðurnes
85672519|South|Suðurland
85672525|Capital Region|Höfuðborgarsvæði
85672531|Southern|מחוז הדרום‎|لواء الجنوب‎
85672535|Haifa|מחוז חיפה‬|حيفا‎
